0.795759,-0.427478,4.41196,-89.4815,4.16723,-0.0483224,-0.425471,-0.961633,-0.260339,77.9256,1.14606,-6.0475,0.0821628,0.546022,-0.757494,-0.740818,-0.573979,15.3756,85.0911,1.37781
-0.447366,-2.03295,0.16919,-0.253703,75.5469,-0.515994,0.793686,0.352565,-0.339728,70.6322,-0.00223731,-0.257061,-0.0984274,-81.6645,-36.4745,0.656386,0.862855,-23.047,-3.81248,-0.812253
-0.299703,13.3125,-0.991135,0.673122,0.870057,0.385663,0.783347,0.142712,0.831767,-0.488408,-0.18878,-0.454854,0.625379,-0.438487,4.35818,-15.3055,-2.19813,1.71712,-12.5906,-0.0515564
-1.29418,135.087,-1.06121,64.6014,-2.67136,-1.6848,0.47663,-2.08388,-0.776825,-23.7476,0.838977,0.168777,20.3492,-46.58,17.4102,-5.08727,-1.19709,30.7978,-66.2442,-0.88024
0.893865,-53.1586,0.811856,-0.445396,31.2924,70.1978,94.0169,-0.0472002,71.9396,-79.6224,62.7239,-0.994111,-0.897917,-83.5127,-9.56418,-9.74765,0.474994,-1.0452,-42.3923,-62.8961
-51.3711,87.1494,25.4883,81.8456,-3.76922,9.91718,-5.20188,72.5324,-0.157714,-22.8277,-0.361493,-9.2931,78.9819,-65.6169,18.5096,59.5793,1.03624,-71.5089,-0.582255,0.385143
-97.3306,0.759919,-0.890771,0.483862,0.0307224,0.579913,-0.5295,-0.182185,-0.926816,-0.525733,96.081,0.371624,0.207538,0.742781,0.542336,-0.608455,-0.497732,-0.0391067,-0.974933,-0.917024
-0.0551616,-36.9507,69.2044,0.128406,52.3816,0.256185,-23.2871,-0.294498,0.183185,-66.6039,-0.903742,0.82541,0.273975,0.202164,-0.644043,-0.943671,-0.875571,0.761584,-0.63697,0.351594
-0.417168,-98.842,11.6832,-2.0341,-23.1522,26.9167,83.9602,1.0652,4.57374,-1.62995,-16.19,-1.96349,-40.7788,-0.141095,8.85225,21.5945,1.17352,76.4589,0.0540098,0.122214
-0.277107,0.909179,0.787603,-0.600311,-0.270961,-1.61504,-0.167195,-0.376911,-0.246679,-0.361626,-0.177472,0.931959,31.5715,-8.28574,6.419,0.195571,1.15211,0.868804,2.12673,-40.5925
-17824,13.7736,17951.1,10.2989,11.6506,-13629.7,-344.055,8154.44,-3.30403,-11583.4
